name,release_date,price,developers,categories,genres,pct_pos_total,pct_pos_recent,num_reviews_total
The Test,2020-02-24,1.99,['Randumb Studios'],"['Single-player', 'Full controller support', 'Family Sharing']",Simulation,96,97,19287
Your Only Move Is HUSTLE,2023-02-02,4.99,['Ivy Sly'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Family Sharing']",Simulation,96,95,25463
Townscaper,2021-08-26,2.99,['Oskar Stålberg'],"['Single-player', 'Full controller support', 'Family Sharing']",Simulation,95,89,19367
NIGHT-RUNNERS™ PROLOGUE,2024-02-23,0.0,['PLANET JEM'],"['Single-player', 'Full controller support']",Simulation,95,96,17510
FTL: Faster Than Light,2012-09-14,9.99,['Subset Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Simulation,95,88,58646
DR LIVESEY ROM AND DEATH EDITION,2023-02-13,0.49,['Agafonoff'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Simulation,95,87,11902
Kenshi,2018-12-06,29.99,['Lo-Fi Games'],"['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor', 'Family Sharing']",Simulation,95,96,79639
NGU IDLE,2019-10-01,0.0,['4G'],"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Tablet']",Simulation,95,87,11860
Spiritfarer®: Farewell Edition,2020-08-18,29.99,['Thunder Lotus Games'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Simulation,95,94,37790
Kerbal Space Program,2015-04-27,39.99,['Squad'],"['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Simulation,95,97,102134
CarX Drift Racing Online,2017-11-17,14.99,"['CarX Technologies, LLC']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Simulation,95,94,76268
Dwarf Fortress,2022-12-06,29.99,['Bay 12 Games'],"['Single-player', 'Steam Workshop', 'Family Sharing']",Simulation,95,84,25988
Timberborn,2021-09-15,34.99,['Mechanistry'],"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Simulation,95,97,27836
Game Dev Tycoon,2013-08-29,3.49,['Greenheart Games 💚'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Simulation,95,95,38498
Cosmoteer: Starship Architect & Commander,2022-10-24,14.99,['Walternate Realities'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Simulation,95,94,10134
Supermarket Together,2024-08-09,0.0,['DeadDevsTellNoLies'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Simulation,95,94,59993
Teardown,2022-04-21,29.99,['Tuxedo Labs'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Simulation,95,94,98846
Besiege,2020-02-18,14.99,['Spiderling Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Simulation,95,93,44366
Against the Storm,2023-12-08,29.99,['Eremite Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Simulation,95,95,27565
Mini Metro,2015-11-06,4.99,['Dinosaur Polo Club'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Simulation,95,97,11639
SpaceEngine,2019-06-11,29.99,['Cosmographic Software'],"['Single-player', 'Tracked Controller Support', 'VR Support', 'Steam Workshop', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",Simulation,95,95,11452
Noita,2020-10-15,19.99,['Nolla Games'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Simulation,95,92,69852
Don't Starve Together,2016-04-21,14.99,['Klei Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Simulation,95,81,335405
The Forest,2018-04-30,19.99,['Endnight Games Ltd'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Tracked Controller Support', 'VR Supported', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Simulation,95,95,523900
Into the Breach,2018-02-27,14.99,['Subset Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Simulation,94,94,16724
WorldBox - God Simulator,2021-12-02,19.99,['Maxim Karpenko'],"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Simulation,94,92,35389
Project Zomboid,2013-11-08,19.99,['The Indie Stone'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Simulation,94,93,275109
Strange Horticulture,2022-01-21,4.79,['Bad Viking'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Simulation,94,92,11686
Empires of the Undergrowth,2024-06-07,29.99,['Slug Disco'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Simulation,94,95,13600
Escape Simulator,2021-10-19,11.99,['Pine Studio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Family Sharing']",Simulation,94,90,14347
Farming Simulator 19,2018-11-19,17.99,['Giants Software'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Simulation,94,94,62740
Brick Rigs,2023-07-14,18.99,['Fluppisoft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",Simulation,94,95,43720
Contraband Police,2023-03-08,29.99,['Crazy Rocks'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Family Sharing']",Simulation,94,94,18663
This War of Mine,2014-11-14,19.99,['11 bit studios'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Simulation,94,-1,60446
Rise of Nations: Extended Edition,2014-06-12,19.99,"['SkyBox Labs', 'Big Huge Games']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Simulation,94,91,12171
60 Seconds! Reatomized,2019-07-25,9.99,['Robot Gentleman'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Simulation,94,94,15167
Learn to Fly 3,2017-05-12,0.0,['Light Bringer Games inc.'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Simulation,94,94,10174
Plague Inc: Evolved,2016-02-18,4.49,['Ndemic Creations'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Simulation,94,95,48593
MX Bikes,2019-10-07,34.99,['PiBoSo'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Partial Controller Support', 'Family Sharing']",Simulation,94,94,24613
My Summer Car,2025-01-08,14.99,['Amistech Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Simulation,94,94,81433
Project Wingman,2020-12-01,24.99,['Sector D2'],"['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Family Sharing']",Simulation,94,93,15372
House Flipper,2018-05-17,6.24,['Empyrean'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Simulation,94,95,83335
Cat Goes Fishing,2015-01-19,6.99,['Cat5Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Simulation,94,94,12725
Slime Rancher 2,2022-09-22,20.99,['Monomi Park'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Simulation,94,92,28731
Superflight,2017-11-08,2.99,['GrizzlyGames'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']",Sports,96,94,10680
CarX Drift Racing Online,2017-11-17,14.99,"['CarX Technologies, LLC']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Sports,95,94,76268
Descenders,2019-05-07,24.99,['RageSquid'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",Sports,95,95,15145
SpeedRunners,2016-04-19,14.99,['DoubleDutch Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Sports,94,95,22382
MX Bikes,2019-10-07,34.99,['PiBoSo'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Partial Controller Support', 'Family Sharing']",Sports,94,94,24613
Liftoff®: FPV Drone Racing,2018-09-13,19.99,['LuGus Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Family Sharing']",Sports,94,97,10244
Football Manager 2021,2020-11-24,0.0,['Sports Interactive'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Sports,93,-1,23902
Sonic & All-Stars Racing Transformed Collection,2013-01-31,19.99,['Sumo Digital'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Sports,93,88,11199
Assetto Corsa,2014-12-19,19.99,['Kunos Simulazioni'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'VR Supported', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']",Sports,92,92,113554
Football Manager 2022,2021-11-09,0.0,['Sports Interactive'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Sports,92,-1,13758
Assetto Corsa Competizione,2019-05-29,39.99,['Kunos Simulazioni'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'VR Supported', 'Partial Controller Support', 'Family Sharing']",Sports,92,96,25511
Motorsport Manager,2016-11-09,19.99,['Playsport Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Sports,91,83,10854
Golf It!,2023-08-18,8.99,['Perfuse Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Sports,90,86,22740
Football Manager 2024,2023-11-06,59.99,['Sports Interactive'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Sports,90,90,12259
Pro Soccer Online,2021-11-15,9.99,['Skywall Studios LLC'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",Sports,90,86,19725
theHunter: Call of the Wild™,2017-02-16,19.99,['Expansive Worlds'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']",Sports,89,91,145986
Golf With Your Friends,2020-05-19,14.99,"['Blacklight Interactive', 'Team17']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Sports,89,86,43844
Football Manager 2023,2022-11-08,0.0,['Sports Interactive'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Sports,89,100,19590
Paunch,2019-12-04,0.0,['Kozhakov'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",Sports,89,90,11126
DJMAX RESPECT V,2020-03-11,49.99,['NEOWIZ'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Sports,89,92,24324
DiRT Rally 2.0,2019-02-25,19.99,['Codemasters'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Family Sharing']",Sports,88,91,34581
Rocket League®,2015-07-06,0.0,['Psyonix LLC'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Sports,88,67,429163
Forza Horizon 5,2021-11-08,29.99,['Playground Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']",Sports,88,89,197632
Wreckfest,2018-06-14,29.99,['Bugbear'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Sports,87,91,28614
Fishing Planet,2017-08-28,0.0,['Fishing Planet LLC'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Remote Play on TV']",Sports,86,88,63690
Need for Speed™ Payback,2020-06-18,29.99,['Ghost Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements']",Sports,86,88,23722
Skater XL - The Ultimate Skateboarding Game,2020-07-28,39.99,['Easy Day Studios Pty Ltd'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing']",Sports,86,83,18251
Football Manager 2019,2018-11-02,0.0,['Sports Interactive'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Tablet', 'Family Sharing']",Sports,86,-1,12480
Session: Skate Sim,2022-09-22,11.99,['crea-ture Studios Inc.'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Sports,84,77,12042
Need for Speed™ Heat,2020-06-04,69.99,['Ghost Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Tablet', 'HDR available']",Sports,84,85,105072
Riders Republic,2023-06-08,7.99,"['Ubisoft Annecy', 'Ubisoft Belgrade', 'Ubisoft Kyiv', 'Ubisoft Pune', 'Ubisoft Odesa']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'HDR available']",Sports,84,76,17271
Slapshot: Rebound,2024-04-11,0.0,['Oddshot Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats']",Sports,83,76,12598
Steep™,2016-12-02,29.99,"['Ubisoft Annecy', 'Ubisoft Montpellier', 'Ubisoft Kiev']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Family Sharing']",Sports,82,89,27866
TEKKEN 7,2017-06-01,39.99,['BANDAI NAMCO Studios Inc.'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Sports,82,84,65377
Fall Guys,2020-08-03,0.0,['Mediatonic'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']",Sports,81,83,474690
Asphalt Legends Unite,2022-08-02,0.0,['Gameloft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together']",Sports,81,83,12569
FIFA 22,2021-10-01,0.0,['EA Canada & EA Romania'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",Sports,80,76,120966
Real Pool 3D - Poolians,2018-01-04,0.0,['Poolians.com'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'In-App Purchases', 'Stats']",Sports,77,72,16141
EA SPORTS™ FIFA 21,2020-10-08,0.0,['EA Canada'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",Sports,76,80,56418
VRChat,2017-02-01,0.0,['VRChat Inc.'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'In-App Purchases']",Sports,75,74,235476
RaceRoom Racing Experience,2013-02-12,0.0,['KW Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Sports,75,82,23082
F1® 24,2024-05-31,69.99,['Codemasters'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'HDR available', 'Family Sharing']",Sports,73,75,10249
Freestyle 2: Street Basketball,2015-04-01,0.0,['JOYCITY'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Partial Controller Support']",Sports,72,70,12604
S.K.I.L.L. - Special Force 2 (Shooter),2015-05-19,0.0,"['Dragonfly GF Co., LTD']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Family Sharing']",Sports,71,-1,11342
Undisputed,2024-10-08,34.99,['Steel City Interactive'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Sports,64,44,16073
NBA 2K25,2024-10-28,69.99,['Visual Concepts'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Sports,59,61,15736
theHunter Classic,2014-06-03,0.0,"['Expansive Worlds', 'Avalanche Studios']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']",Sports,57,66,42680
EA SPORTS FC™ 24,2023-09-28,69.99,['EA Canada & EA Romania'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'HDR available']",Sports,57,69,91719
Russian Fishing 4,2021-11-10,0.0,['FishSoft LLC'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'In-App Purchases', 'Stats']",Sports,52,80,71164
EA SPORTS FC™ 25,2024-09-26,20.99,"['EA Canada', 'EA Romania']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'HDR available']",Sports,48,50,52538
EA SPORTS FC™ 25,2024-09-26,20.99,"['EA Canada', 'EA Romania']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'HDR available']",Sports,48,49,52457
EA SPORTS FC™ 25,2024-09-26,20.99,"['EA Canada', 'EA Romania']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'HDR available']",Sports,48,49,52457
EA SPORTS FC™ 25,2024-09-26,20.99,"['EA Canada', 'EA Romania']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'HDR available']",Sports,48,49,52457
eFootball™,2021-09-29,0.0,['KONAMI'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'In-App Purchases', 'Partial Controller Support']",Sports,46,61,88415
NBA 2K24,2023-09-07,59.99,['Visual Concepts'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Sports,32,64,32279
Papa's Freezeria Deluxe,2023-03-31,5.99,['Flipline Studios'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Strategy,99,97,10014
Balatro,2024-02-20,14.99,['LocalThunk'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Strategy,98,97,108031
Nodebuster,2024-08-13,2.99,['Goblobin'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Strategy,97,97,10093
Bloons TD 6,2018-12-17,13.99,['Ninja Kiwi'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Strategy,97,95,306609
Satisfactory,2024-09-10,39.99,['Coffee Stain Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Strategy,97,95,189516
Kingdom Rush  - Tower Defense,2014-01-06,9.99,['Ironhide Game Studio'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Strategy,97,98,12182
RimWorld,2018-10-17,34.99,['Ludeon Studios'],"['Single-player', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Strategy,97,98,173848
Factorio,2020-08-14,35.0,['Wube Software LTD.'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Strategy,97,97,167922
